speciesCode,common_name,scientific_name,locId,locName,obsDt,howMany,lat,lng,obsValid,obsReviewed,locationPrivate,subId,exoticCategory
buhvir,Blue-headed Vireo,Vireo solitarius,L37403805,"215 Luca James Point, O'Fallon, Illinois, US (38.634, -89.919)",2025-11-02 06:58:00,1,38.633868,-89.9191041,True,False,True,S282524235,
sora,Sora,Porzana carolina,L1150589,Crab Orchard NWR--Heron Flats,2025-11-01 16:05:00,1,37.6937156,-89.022029,True,True,False,S282418389,
houwre,Northern House Wren,Troglodytes aedon,L4048193,Pine Dunes Forest Preserve,2025-11-01 09:40:00,1,42.484949,-87.970793,True,True,False,S282601441,
y00478,Iceland Gull,Larus glaucoides,L3382056,North Point Marina--south end,2025-11-01 07:26:00,1,42.4812735,-87.8006985,True,False,False,S282305606,
budger,Budgerigar,Melopsittacus undulatus,L24305920,"Clarendon Park Community Garden, Chicago, Illinois, US (41.963, -87.649)",2025-10-31 16:13:00,1,41.9629575,-87.6494274,True,True,True,S282224246,X
amgplo,American Golden-Plover,Pluvialis dominica,L1095900,Meredosia NWR,2025-10-31 14:28:00,1,39.8752553,-90.5682936,True,True,False,S282280162,
stisan,Stilt Sandpiper,Calidris himantopus,L1095900,Meredosia NWR,2025-10-31 14:28:00,1,39.8752553,-90.5682936,True,True,False,S282280162,
bkbplo,Black-bellied Plover,Pluvialis squatarola,L1095900,Meredosia NWR,2025-10-31 14:28:00,4,39.8752553,-90.5682936,True,False,False,S282280162,
brwhaw,Broad-winged Hawk,Buteo platypterus,L4906697,Fort Sheridan Forest Preserve--Hawkwatch,2025-10-31 14:10:00,1,42.2227935,-87.8127748,True,True,False,S282231147,
gragoo,Graylag Goose,Anser anser,L1060141,Wilmington Island Park,2025-10-31 12:09:00,2,41.3018941,-88.1489539,True,False,False,S282217687,X
pinwar,Pine Warbler,Setophaga pinus,L3533391,Crab Orchard Lake--Propeller Point Lane/Grassy Bay,2025-10-31 10:40:00,2,37.7089148,-89.096911,True,False,False,S282419754,
fiscro,Fish Crow,Corvus ossifragus,L200349,Mermet Lake,2025-10-31 09:33:00,2,37.2554005,-88.8450811,True,True,False,S282204527,
swathr,Swainson's Thrush,Catharus ustulatus,L108479,Columbus Park,2025-10-31 08:00:00,1,41.8751829,-87.7698144,True,True,False,S282217064,
comgal1,Common Gallinule,Gallinula galeata,L200627,Horseshoe Lake State Park,2025-10-30 16:57:00,1,38.7039503,-90.0724398,True,False,False,S282101903,
clcspa,Clay-colored Sparrow,Spizella pallida,L9396416,Algonquin yard,2025-10-30 16:55:00,1,42.161452,-88.300658,True,False,True,S282098635,
bkpwar,Blackpoll Warbler,Setophaga striata,L1573785,Lincoln Park Zoo,2025-10-30 12:33:00,1,41.9207287,-87.6327196,True,True,False,S282072382,
musduc,Muscovy Duck,Cairina moschata,L32041434,Southern Illinois,2025-10-28 16:24:00,6,37.598378,-88.914819,True,True,True,S281914899,X
hoowar,Hooded Warbler,Setophaga citrina,L35622559,"Rice Native Gardens, Field Museum",2025-10-28 12:05:00,1,41.8670478,-87.6178271,True,True,False,S281839174,
bbwduc,Black-bellied Whistling-Duck,Dendrocygna autumnalis,L12241078,Caseyville,2025-10-28 08:30:00,6,38.636007,-90.018361,True,False,True,S281906197,
robgro,Rose-breasted Grosbeak,Pheucticus ludovicianus,L161180,"Montrose Point Bird Sanctuary, Lincoln Park",2025-10-27 08:20:00,1,41.9633833,-87.6344204,True,True,False,S281628758,
chswar,Chestnut-sided Warbler,Setophaga pensylvanica,L1399503,Black Walnut Creek Preserve,2025-10-26 11:04:00,1,41.4219182,-87.6672689,True,True,False,S281581152,
btbwar,Black-throated Blue Warbler,Setophaga caerulescens,L1627282,Mendenhall Park,2025-10-26 09:03:00,1,40.6159043,-89.653037,True,True,False,S281461790,
yebcha,Yellow-breasted Chat,Icteria virens,L11310228,"HOME 110 Flora Dr, Champaign US-IL 40.11503, -88.26602",2025-10-26 08:11:00,1,40.115025,-88.266017,True,True,True,S281444737,
indbun,Indigo Bunting,Passerina cyanea,L11551159,DuPage River Greenway,2025-10-26 07:48:00,1,41.7175771,-88.0705997,True,True,False,S281499456,
whrsan,White-rumped Sandpiper,Calidris fuscicollis,L4657484,Evergreen Lake--Shady Hallow Area,2025-10-25 14:05:00,1,40.620969,-89.015071,True,True,False,S281329779,
categr1,Western Cattle-Egret,Ardea ibis,L54459730,Pine Bluff Rd.,2025-10-25 10:30:00,1,41.3447657,-88.3333491,True,True,True,S281356398,
eawpew,Eastern Wood-Pewee,Contopus virens,L217019,Homer Lake Forest Preserve,2025-10-25 09:35:00,1,40.0653229,-87.9867235,True,True,False,S281326795,
dickci,Dickcissel,Spiza americana,L1052901,Prairie Ridge State Natural Area (Marion Co.),2025-10-25 09:04:00,1,38.726193,-88.8236468,True,False,False,S281345557,
nstspa,Nelson's Sparrow,Ammospiza nelsoni,L152655,Illinois Beach SP--South Unit,2025-10-25 07:30:00,1,42.4203,-87.8078,True,True,False,S281313662,
sedwre1,Sedge Wren,Cistothorus stellaris,L2898687,Muirhead Springs Forest Preserve,2025-10-25 07:20:00,1,42.0466113,-88.4521948,True,True,False,S281351333,
sabgul,Sabine's Gull,Xema sabini,L54414332,"Lake Michigan US-IL (41.7723,-87.2613)",2025-10-24 13:30:00,1,41.772325,-87.261313,True,True,True,S281154569,
btnwar,Black-throated Green Warbler,Setophaga virens,L4584141,Burning Star Mine,2025-10-24 13:14:00,1,37.857087,-89.1965818,True,True,False,S281125893,
yebcuc,Yellow-billed Cuckoo,Coccyzus americanus,L1546035,Dan Ryan Woods Forest Preserve,2025-10-24 11:45:00,1,41.73187,-87.677765,True,True,False,S281114591,
yelrai,Yellow Rail,Coturnicops noveboracensis,L54401877,"1522 East College Avenue, Normal, Illinois, US (40.511, -88.958)",2025-10-24 11:06:00,1,40.5107903,-88.9583844,True,True,True,S281098336,
